GeneName	EntrezID	Symbol	Chr	Length
ENSG00000160948.9	VPS28	VPS28	chr8	4931.0
ENSG00000160949.12	TONSL	TONSL	chr8	15662.0
ENSG00000232600.2	AC084125.4	AC084125.4	chr8	4752.0
ENSG00000187954.8	CYHR1	CYHR1	chr8	16095.0
ENSG00000254578.1	CTD-2517M22.16	CTD-2517M22.16	chr8	1284.0
ENSG00000167702.7	KIFC2	KIFC2	chr8	8159.0
ENSG00000160973.7	FOXH1	FOXH1	chr8	2923.0
ENSG00000160972.5	PPP1R16A	PPP1R16A	chr8	24152.0
ENSG00000255182.1	CTD-2517M22.14	CTD-2517M22.14	chr8	9826.0
ENSG00000261139.1	CTD-2517M14.5	CTD-2517M14.5	chr8	3900.0
ENSG00000167701.9	GPT	GPT	chr8	4201.0
ENSG00000167700.4	MFSD3	MFSD3	chr8	2139.0
ENSG00000160957.7	RECQL4	RECQL4	chr8	6562.0
ENSG00000265393.1	CTD-2517M22.17	CTD-2517M22.17	chr8	1106.0
ENSG00000160959.3	LRRC14	LRRC14	chr8	7181.0
ENSG00000254402.2	LRRC24	LRRC24	chr8	4655.0
ENSG00000213563.2	C8orf82	C8orf82	chr8	3399.0
ENSG00000147799.7	ARHGAP39	ARHGAP39	chr8	156631.0
ENSG00000255681.1	AC084125.1	AC084125.1	chr8	166.0
ENSG00000256822.1	AC084125.2	AC084125.2	chr8	170.0
ENSG00000265295.1	AC084125.3	AC084125.3	chr8	85.0
ENSG00000255456.1	CTD-2517M22.9	CTD-2517M22.9	chr8	2448.0
ENSG00000254533.1	AF186192.1	AF186192.1	chr8	571.0
ENSG00000255085.4	AF186192.5	AF186192.5	chr8	8164.0
ENSG00000263612.1	AF186192.6	AF186192.6	chr8	946.0
ENSG00000198169.4	ZNF251	ZNF251	chr8	35504.0
ENSG00000196378.7	ZNF34	ZNF34	chr8	14231.0
ENSG00000244307.2	RN7SL395P	RN7SL395P	chr8	288.0
ENSG00000161016.11	RPL8	RPL8	chr8	2822.0
ENSG00000197363.5	ZNF517	ZNF517	chr8	12293.0
ENSG00000147789.11	ZNF7	ZNF7	chr8	20045.0
ENSG00000170619.8	COMMD5	COMMD5	chr8	12694.0
ENSG00000196150.9	ZNF250	ZNF250	chr8	50921.0
ENSG00000263640.1	AF235103.1	AF235103.1	chr8	109.0
ENSG00000170631.10	ZNF16	ZNF16	chr8	20530.0
ENSG00000196922.6	ZNF252P	ZNF252P	chr8	29306.0
ENSG00000255164.1	RP5-1047A19.4	RP5-1047A19.4	chr8	1923.0
ENSG00000254618.1	TMED10P1	TMED10P1	chr8	654.0
ENSG00000255559.1	ZNF252P-AS1	ZNF252P-AS1	chr8	3235.0
ENSG00000255530.1	RP5-1047A19.6	RP5-1047A19.6	chr8	345.0
ENSG00000255000.1	AC139103.1	AC139103.1	chr8	1029.0
ENSG00000182307.8	C8orf33	C8orf33	chr8	3652.0
ENSG00000236875.2	DDX11L5	DDX11L5	chr9	2535.0
ENSG00000181404.13	XXyac-YRM2039.2	XXyac-YRM2039.2	chr9	15228.0
ENSG00000227518.1	MIR1302-2	MIR1302-2	chr9	3234.0
ENSG00000221292.1	MIR1302-9	MIR1302-9	chr9	137.0
ENSG00000218839.3	FAM138C	FAM138C	chr9	1462.0
ENSG00000144140.5	RP11-143M1.7	RP11-143M1.7	chr9	20871.0
ENSG00000225655.1	RP11-143M1.2	RP11-143M1.2	chr9	16125.0
ENSG00000227917.1	RP11-143M1.3	RP11-143M1.3	chr9	2137.0
ENSG00000231808.1	RP11-143M1.4	RP11-143M1.4	chr9	1038.0
ENSG00000170122.4	FOXD4	FOXD4	chr9	2180.0
ENSG00000172785.14	CBWD1	CBWD1	chr9	67938.0
ENSG00000183784.5	C9orf66	C9orf66	chr9	2785.0
ENSG00000107099.10	DOCK8	DOCK8	chr9	250405.0
ENSG00000235880.1	RP11-59O6.3	RP11-59O6.3	chr9	5036.0
ENSG00000227155.2	RP11-165F24.3	RP11-165F24.3	chr9	37808.0
ENSG00000107104.14	KANK1	KANK1	chr9	275814.0
ENSG00000235330.2	RP11-165F24.2	RP11-165F24.2	chr9	673.0
ENSG00000228115.1	RP11-165F24.5	RP11-165F24.5	chr9	7836.0
ENSG00000264949.1	RN7SL412P	RN7SL412P	chr9	295.0
ENSG00000226403.1	RP11-31F19.1	RP11-31F19.1	chr9	2214.0
ENSG00000202172.1	U6	U6	chr9	104.0
ENSG00000229875.1	RP11-130C19.1	RP11-130C19.1	chr9	340.0
ENSG00000227914.2	RP11-130C19.3	RP11-130C19.3	chr9	12077.0
ENSG00000137090.7	DMRT1	DMRT1	chr9	127400.0
ENSG00000064218.4	DMRT3	DMRT3	chr9	14767.0
ENSG00000252991.1	U6	U6	chr9	105.0
ENSG00000228783.1	RP11-147I11.1	RP11-147I11.1	chr9	714.0
ENSG00000173253.10	DMRT2	DMRT2	chr9	7198.0
ENSG00000224836.1	RP11-341G2.3	RP11-341G2.3	chr9	333.0
ENSG00000236594.2	RP11-341G2.1	RP11-341G2.1	chr9	453.0
ENSG00000233575.2	RP11-459D20.1	RP11-459D20.1	chr9	323.0
ENSG00000202383.1	RNA5SP279	RNA5SP279	chr9	116.0
ENSG00000224092.1	RP11-443B9.1	RP11-443B9.1	chr9	763.0
ENSG00000080503.15	SMARCA2	SMARCA2	chr9	178282.0
ENSG00000236199.1	RP11-264I13.2	RP11-264I13.2	chr9	4123.0
ENSG00000222973.1	U2	U2	chr9	190.0
ENSG00000264615.1	RN7SL592P	RN7SL592P	chr9	278.0
ENSG00000236404.4	RP11-125B21.2	RP11-125B21.2	chr9	218693.0
ENSG00000231052.1	RP11-91N2.3	RP11-91N2.3	chr9	538.0
ENSG00000147852.10	VLDLR	VLDLR	chr9	32646.0
ENSG00000168263.8	KCNV2	KCNV2	chr9	12535.0
ENSG00000080608.9	KIAA0020	KIAA0020	chr9	123772.0
ENSG00000236496.2	RP11-255J3.2	RP11-255J3.2	chr9	985.0
ENSG00000229184.2	RP11-255J3.3	RP11-255J3.3	chr9	484.0
ENSG00000227835.4	CARM1P1	CARM1P1	chr9	146335.0
ENSG00000221450.2	AL589675.1	AL589675.1	chr9	87.0
ENSG00000236511.1	RP11-32F11.2	RP11-32F11.2	chr9	16928.0
ENSG00000080298.11	RFX3	RFX3	chr9	307707.0
ENSG00000215297.3	RP11-62E14.2	RP11-62E14.2	chr9	463.0
ENSG00000203286.4	AL365202.1	AL365202.1	chr9	16876.0
ENSG00000232104.2	RP11-509J21.1	RP11-509J21.1	chr9	144923.0
ENSG00000237359.1	RP11-509J21.2	RP11-509J21.2	chr9	1003.0
ENSG00000235326.1	RP11-509J21.3	RP11-509J21.3	chr9	17268.0
ENSG00000226669.2	RP11-509J21.4	RP11-509J21.4	chr9	5550.0
ENSG00000107249.17	GLIS3	GLIS3	chr9	524265.0
ENSG00000236724.1	RP11-252M18.3	RP11-252M18.3	chr9	3225.0
ENSG00000237009.2	GLIS3-AS1	GLIS3-AS1	chr9	2606.0
ENSG00000230001.1	RP11-70J12.1	RP11-70J12.1	chr9	978.0
ENSG00000228322.1	RP11-358M14.2	RP11-358M14.2	chr9	6656.0
ENSG00000221730.1	AL162419.1	AL162419.1	chr9	71.0
ENSG00000200941.1	U6	U6	chr9	146.0
ENSG00000106688.7	SLC1A1	SLC1A1	chr9	97025.0
ENSG00000106686.12	SPATA6L	SPATA6L	chr9	113288.0
ENSG00000225893.1	RP11-6J24.3	RP11-6J24.3	chr9	729.0
ENSG00000205808.4	PPAPDC2	PPAPDC2	chr9	2958.0
ENSG00000106993.7	CDC37L1	CDC37L1	chr9	28839.0
ENSG00000147853.11	AK3	AK3	chr9	30888.0
ENSG00000270070.1	AK3	AK3	chr9	28111.0
ENSG00000270639.1	RP11-307I14.4	RP11-307I14.4	chr9	1278.0
ENSG00000220105.2	RP11-307I14.2	RP11-307I14.2	chr9	603.0
ENSG00000120158.6	RCL1	RCL1	chr9	68195.0
ENSG00000233186.2	RP11-307I14.3	RP11-307I14.3	chr9	1184.0
ENSG00000199065.2	MIR101-2	MIR101-2	chr9	90.0
ENSG00000228165.1	RP11-125K10.5	RP11-125K10.5	chr9	74.0
ENSG00000269305.1	AL158147.2	AL158147.2	chr9	140.0
ENSG00000243754.1	RP11-125K10.4	RP11-125K10.4	chr9	25463.0
ENSG00000220937.3	RP11-125K10.2	RP11-125K10.2	chr9	1232.0
ENSG00000238362.1	AL158147.1	AL158147.1	chr9	88.0
ENSG00000096968.8	JAK2	JAK2	chr9	143150.0
ENSG00000234534.1	RP11-39K24.2	RP11-39K24.2	chr9	995.0
ENSG00000268155.1	AL161450.1	AL161450.1	chr9	7417.0
ENSG00000182347.10	RP11-39K24.9	RP11-39K24.9	chr9	1113.0
ENSG00000227730.2	MTND6P5	MTND6P5	chr9	511.0
ENSG00000228166.1	MTND1P11	MTND1P11	chr9	875.0
ENSG00000224083.1	RP11-39K24.4	RP11-39K24.4	chr9	1527.0
ENSG00000235917.1	RP11-39K24.14	RP11-39K24.14	chr9	984.0
ENSG00000228097.1	RP11-39K24.12	RP11-39K24.12	chr9	669.0
ENSG00000237711.1	RP11-39K24.13	RP11-39K24.13	chr9	773.0
ENSG00000236254.1	MTND4P14	MTND4P14	chr9	1353.0
ENSG00000230225.1	MTND5P14	MTND5P14	chr9	1266.0
ENSG00000236567.2	RP11-39K24.7	RP11-39K24.7	chr9	1936.0
ENSG00000254017.1	IGHEP2	IGHEP2	chr9	1255.0
ENSG00000249864.1	RP11-39K24.10	RP11-39K24.10	chr9	32272.0
ENSG00000120210.5	INSL6	INSL6	chr9	21805.0
ENSG00000237553.1	RP11-140C18.2	RP11-140C18.2	chr9	219.0
ENSG00000120211.4	INSL4	INSL4	chr9	3885.0
ENSG00000107014.7	RLN2	RLN2	chr9	5101.0
ENSG00000214195.4	HMGN2P31	HMGN2P31	chr9	272.0
ENSG00000107018.6	RLN1	RLN1	chr9	4904.0
ENSG00000231967.1	RP11-12D24.6	RP11-12D24.6	chr9	213.0
ENSG00000107020.5	PLGRKT	PLGRKT	chr9	79905.0
ENSG00000214190.2	RP11-12D24.7	RP11-12D24.7	chr9	603.0
ENSG00000120217.9	CD274	CD274	chr9	20063.0
ENSG00000197646.6	PDCD1LG2	PDCD1LG2	chr9	60737.0
ENSG00000231509.1	RP11-574F11.3	RP11-574F11.3	chr9	4504.0
ENSG00000107036.7	KIAA1432	KIAA1432	chr9	147532.0
ENSG00000225408.1	RP11-207C16.4	RP11-207C16.4	chr9	1223.0
ENSG00000099219.9	ERMP1	ERMP1	chr9	68041.0
ENSG00000223621.1	AK4P4	AK4P4	chr9	645.0
ENSG00000183354.7	KIAA2026	KIAA2026	chr9	126305.0
ENSG00000238654.1	snoU13	snoU13	chr9	106.0
ENSG00000120215.5	MLANA	MLANA	chr9	19804.0
ENSG00000263575.1	MIR4665	MIR4665	chr9	78.0
ENSG00000137040.8	RANBP6	RANBP6	chr9	4575.0
ENSG00000228739.1	RP11-218I7.2	RP11-218I7.2	chr9	19354.0
ENSG00000237274.2	RP11-575C20.1	RP11-575C20.1	chr9	1314.0
ENSG00000137033.7	IL33	IL33	chr9	42178.0
ENSG00000228132.2	RP11-279E1.1	RP11-279E1.1	chr9	334.0
ENSG00000233846.2	RP11-307L3.2	RP11-307L3.2	chr9	486.0
ENSG00000170777.9	TPD52L3	TPD52L3	chr9	3551.0
ENSG00000147854.12	UHRF2	UHRF2	chr9	93903.0
ENSG00000233367.1	RP11-307L3.4	RP11-307L3.4	chr9	34413.0
ENSG00000215066.3	C9orf38	C9orf38	chr9	2757.0
ENSG00000178445.8	GLDC	GLDC	chr9	113186.0
ENSG00000264530.1	RN7SL25P	RN7SL25P	chr9	256.0
ENSG00000252110.1	snoU13	snoU13	chr9	93.0
ENSG00000237158.1	RP11-472F14.4	RP11-472F14.4	chr9	516.0
ENSG00000206147.5	RP11-106A1.2	RP11-106A1.2	chr9	465.0
ENSG00000236924.1	RP11-390F4.6	RP11-390F4.6	chr9	24679.0
ENSG00000266863.1	RN7SL123P	RN7SL123P	chr9	285.0
ENSG00000229057.1	RP11-106A1.3	RP11-106A1.3	chr9	1368.0
ENSG00000231381.2	RNF2P1	RNF2P1	chr9	1009.0
ENSG00000232946.1	RP11-390F4.2	RP11-390F4.2	chr9	330.0
ENSG00000229611.1	RP11-390F4.10	RP11-390F4.10	chr9	3309.0
ENSG00000225489.2	RP11-390F4.3	RP11-390F4.3	chr9	10890.0
ENSG00000107077.13	KDM4C	KDM4C	chr9	454785.0
ENSG00000231108.2	RP11-390F4.9	RP11-390F4.9	chr9	478.0
ENSG00000256968.1	SNRPEP2	SNRPEP2	chr9	278.0
ENSG00000230581.2	RP11-390F4.8	RP11-390F4.8	chr9	1121.0
ENSG00000224972.1	RP11-403H13.1	RP11-403H13.1	chr9	76189.0
ENSG00000230207.1	RPL4P5	RPL4P5	chr9	1275.0
ENSG00000178654.10	RP11-366I21.1	RP11-366I21.1	chr9	554.0
ENSG00000137038.7	C9orf123	C9orf123	chr9	91890.0
ENSG00000226376.1	RP11-29B9.1	RP11-29B9.1	chr9	4310.0
ENSG00000231902.1	RP11-29B9.2	RP11-29B9.2	chr9	667.0
ENSG00000153707.11	PTPRD	PTPRD	chr9	2298477.0
ENSG00000235389.2	RP11-134K1.3	RP11-134K1.3	chr9	957.0
ENSG00000212695.4	RP11-134K1.2	RP11-134K1.2	chr9	530.0
ENSG00000239102.1	RNU7-185P	RNU7-185P	chr9	59.0
ENSG00000225706.1	RP11-75C9.1	RP11-75C9.1	chr9	4125.0
ENSG00000251699.1	SNORD27	SNORD27	chr9	71.0
ENSG00000234021.1	RP11-75C9.2	RP11-75C9.2	chr9	26998.0
ENSG00000212829.7	RPS26P3	RPS26P3	chr9	435.0
ENSG00000221708.2	AL353733.1	AL353733.1	chr9	97.0
ENSG00000265735.1	RN7SL5P	RN7SL5P	chr9	287.0
ENSG00000230920.1	RP11-527D15.1	RP11-527D15.1	chr9	4361.0
ENSG00000234360.1	RP11-87N24.1	RP11-87N24.1	chr9	266.0
ENSG00000226717.1	RP11-87N24.2	RP11-87N24.2	chr9	5016.0
ENSG00000232035.1	RP11-87N24.3	RP11-87N24.3	chr9	453.0
ENSG00000227138.1	RP11-421B23.2	RP11-421B23.2	chr9	168.0
ENSG00000230589.1	RP11-421B23.1	RP11-421B23.1	chr9	556.0
ENSG00000270372.1	RP11-109M17.2	RP11-109M17.2	chr9	109.0
ENSG00000234146.1	RP11-109M17.1	RP11-109M17.1	chr9	1348.0
ENSG00000230365.1	RP11-23D5.1	RP11-23D5.1	chr9	1000.0
ENSG00000224935.1	RP11-74C3.1	RP11-74C3.1	chr9	60487.0
ENSG00000231491.2	RP11-71E22.1	RP11-71E22.1	chr9	918.0
ENSG00000222581.1	U2	U2	chr9	185.0
ENSG00000107165.8	TYRP1	TYRP1	chr9	24851.0
ENSG00000235448.1	RP11-3L8.3	RP11-3L8.3	chr9	114244.0
ENSG00000243115.2	RN7SL849P	RN7SL849P	chr9	292.0
ENSG00000153714.5	LURAP1L	LURAP1L	chr9	47110.0
ENSG00000222658.1	Y_RNA	Y_RNA	chr9	96.0
ENSG00000214121.4	TDPX2	TDPX2	chr9	595.0
ENSG00000234586.2	RP11-382H24.2	RP11-382H24.2	chr9	1198.0
ENSG00000107186.12	MPDZ	MPDZ	chr9	173886.0
ENSG00000234740.1	RP11-272P10.2	RP11-272P10.2	chr9	4677.0
ENSG00000223672.2	RP11-272P10.3	RP11-272P10.3	chr9	644.0
ENSG00000270547.1	RP11-536O18.2	RP11-536O18.2	chr9	26673.0
ENSG00000226197.2	RP11-536O18.1	RP11-536O18.1	chr9	41020.0
ENSG00000205636.3	LINC00583	LINC00583	chr9	17639.0
ENSG00000229268.1	PES1P2	PES1P2	chr9	1734.0
ENSG00000235533.1	RP11-284P20.3	RP11-284P20.3	chr9	4144.0
ENSG00000223568.1	RPL3P11	RPL3P11	chr9	1145.0
ENSG00000213954.3	RP11-280O24.1	RP11-280O24.1	chr9	485.0
ENSG00000147862.9	NFIB	NFIB	chr9	317140.0
ENSG00000234982.1	RP11-280O24.3	RP11-280O24.3	chr9	791.0
ENSG00000225472.1	RP11-120J1.1	RP11-120J1.1	chr9	40823.0
ENSG00000237137.1	RP11-408A13.2	RP11-408A13.2	chr9	126.0
ENSG00000229029.2	RP11-408A13.1	RP11-408A13.1	chr9	623.0
ENSG00000175893.6	ZDHHC21	ZDHHC21	chr9	77939.0
ENSG00000147869.4	CER1	CER1	chr9	2993.0
ENSG00000164946.15	FREM1	FREM1	chr9	176329.0
ENSG00000199814.1	U6	U6	chr9	106.0
ENSG00000214110.3	LDHAP4	LDHAP4	chr9	997.0
ENSG00000215237.5	RP11-54D18.2	RP11-54D18.2	chr9	26417.0
ENSG00000232000.1	RP11-54D18.3	RP11-54D18.3	chr9	13881.0
ENSG00000234297.2	RP11-54D18.4	RP11-54D18.4	chr9	995.0
ENSG00000251960.1	U6	U6	chr9	97.0
ENSG00000155158.15	TTC39B	TTC39B	chr9	136515.0
ENSG00000263817.1	RN7SL157P	RN7SL157P	chr9	287.0
ENSG00000215236.3	RP11-490C5.1	RP11-490C5.1	chr9	741.0
ENSG00000164975.11	SNAPC3	SNAPC3	chr9	43249.0
ENSG00000251834.1	U6	U6	chr9	107.0
ENSG00000164985.10	PSIP1	PSIP1	chr9	46953.0
ENSG00000240613.2	RN7SL98P	RN7SL98P	chr9	297.0
ENSG00000213362.3	FTH1P12	FTH1P12	chr9	550.0
ENSG00000207433.1	U6	U6	chr9	106.0
ENSG00000164989.11	CCDC171	CCDC171	chr9	508766.0
ENSG00000231376.1	HMGN2P16	HMGN2P16	chr9	260.0
ENSG00000207360.1	RNU6-14	RNU6-14	chr9	105.0
ENSG00000205549.4	C9orf92	C9orf92	chr9	72378.0
ENSG00000173068.13	BNC2	BNC2	chr9	461340.0
ENSG00000231756.1	RP11-183I6.2	RP11-183I6.2	chr9	3049.0
ENSG00000230694.1	RP11-62F24.1	RP11-62F24.1	chr9	714.0
ENSG00000234779.1	RP11-62F24.2	RP11-62F24.2	chr9	710.0
ENSG00000233551.2	RP11-335H2.2	RP11-335H2.2	chr9	272.0
ENSG00000237153.1	RP11-132E11.2	RP11-132E11.2	chr9	63896.0
ENSG00000241152.2	RN7SL720P	RN7SL720P	chr9	301.0
ENSG00000226470.1	RP11-132E11.3	RP11-132E11.3	chr9	145.0
ENSG00000237083.1	RP11-132E11.4	RP11-132E11.4	chr9	300.0
ENSG00000044459.10	CNTLN	CNTLN	chr9	368941.0
ENSG00000224488.1	RP11-492A12.2	RP11-492A12.2	chr9	1398.0
ENSG00000107295.8	SH3GL2	SH3GL2	chr9	218047.0
ENSG00000228810.1	PABPC1P11	PABPC1P11	chr9	2157.0
ENSG00000227167.1	RP11-570H19.2	RP11-570H19.2	chr9	1623.0
ENSG00000178031.11	ADAMTSL1	ADAMTSL1	chr9	437056.0
ENSG00000264638.1	MIR3152	MIR3152	chr9	73.0
ENSG00000252960.1	RN7SKP258	RN7SKP258	chr9	303.0
ENSG00000236857.3	RP11-503K16.2	RP11-503K16.2	chr9	552.0
ENSG00000223211.1	AL158150.1	AL158150.1	chr9	90.0
ENSG00000155875.9	FAM154A	FAM154A	chr9	105595.0
ENSG00000236680.1	RP11-296P7.4	RP11-296P7.4	chr9	1237.0
ENSG00000155876.4	RRAGA	RRAGA	chr9	1647.0
ENSG00000147874.6	HAUS6	HAUS6	chr9	49976.0
ENSG00000251733.1	SCARNA8	SCARNA8	chr9	130.0
ENSG00000252943.1	U6	U6	chr9	103.0
ENSG00000201118.1	Y_RNA	Y_RNA	chr9	95.0
ENSG00000264126.1	RN7SL158P	RN7SL158P	chr9	309.0
ENSG00000147872.5	PLIN2	PLIN2	chr9	40915.0
ENSG00000232176.1	RP11-146N23.1	RP11-146N23.1	chr9	711.0
ENSG00000137145.15	DENND4C	DENND4C	chr9	143706.0
ENSG00000232978.2	RP11-146N23.4	RP11-146N23.4	chr9	1239.0
ENSG00000238348.1	snoU13	snoU13	chr9	97.0
ENSG00000137154.8	RPS6	RPS6	chr9	4539.0
ENSG00000234853.2	RP11-513M16.5	RP11-513M16.5	chr9	670.0
ENSG00000177076.4	ACER2	ACER2	chr9	43093.0
ENSG00000260912.1	RP11-363E7.4	RP11-363E7.4	chr9	1964.0
ENSG00000231909.7	RP11-363E7.3	RP11-363E7.3	chr9	3598.0
ENSG00000155886.6	SLC24A2	SLC24A2	chr9	270948.0
ENSG00000232158.1	RP11-252O2.2	RP11-252O2.2	chr9	317.0
ENSG00000266224.1	AL158077.1	AL158077.1	chr9	94.0
ENSG00000261402.1	RP11-378I6.1	RP11-378I6.1	chr9	3843.0
ENSG00000270712.1	RP11-378I6.2	RP11-378I6.2	chr9	753.0
ENSG00000221744.1	AL512635.1	AL512635.1	chr9	84.0
ENSG00000237434.1	RP11-15P13.1	RP11-15P13.1	chr9	831.0
ENSG00000171843.11	MLLT3	MLLT3	chr9	280879.0
ENSG00000263790.1	MIR4473	MIR4473	chr9	90.0
ENSG00000222202.1	RNU4-26P	RNU4-26P	chr9	106.0
ENSG00000264941.1	MIR4474	MIR4474	chr9	77.0
ENSG00000237088.1	RP11-73E6.2	RP11-73E6.2	chr9	787.0
ENSG00000252324.1	AL163193.1	AL163193.1	chr9	84.0
ENSG00000188352.8	FOCAD	FOCAD	chr9	337646.0
ENSG00000227071.1	RP11-4E23.2	RP11-4E23.2	chr9	1384.0
ENSG00000207609.1	MIR491	MIR491	chr9	83.0
ENSG00000202189.1	SNORA30	SNORA30	chr9	128.0
ENSG00000188921.11	PTPLAD2	PTPLAD2	chr9	36329.0
ENSG00000230208.1	IFNNP1	IFNNP1	chr9	552.0
ENSG00000171855.5	IFNB1	IFNB1	chr9	839.0
ENSG00000225027.2	IFNWP4	IFNWP4	chr9	293.0
ENSG00000177047.5	IFNW1	IFNW1	chr9	1513.0
ENSG00000199635.1	Y_RNA	Y_RNA	chr9	101.0
ENSG00000137080.4	IFNA21	IFNA21	chr9	1023.0
ENSG00000232281.2	IFNWP15	IFNWP15	chr9	599.0
ENSG00000236637.1	IFNA4	IFNA4	chr9	981.0
ENSG00000226597.1	IFNWP9	IFNWP9	chr9	590.0
ENSG00000214042.1	IFNA7	IFNA7	chr9	736.0
ENSG00000186803.3	IFNA10	IFNA10	chr9	962.0
ENSG00000223684.1	IFNWP18	IFNWP18	chr9	590.0
ENSG00000147885.2	IFNA16	IFNA16	chr9	938.0
ENSG00000234829.2	IFNA17	IFNA17	chr9	979.0
ENSG00000232138.1	IFNWP5	IFNWP5	chr9	587.0
ENSG00000228083.1	IFNA14	IFNA14	chr9	777.0
ENSG00000224416.2	IFNA22P	IFNA22P	chr9	569.0
ENSG00000147873.4	IFNA5	IFNA5	chr9	699.0
ENSG00000226393.1	IFNA20P	IFNA20P	chr9	527.0
ENSG00000198642.5	KLHL9	KLHL9	chr9	5709.0
ENSG00000120235.3	IFNA6	IFNA6	chr9	1543.0
ENSG00000233816.2	IFNA13	IFNA13	chr9	704.0
ENSG00000188379.5	IFNA2	IFNA2	chr9	1142.0
ENSG00000261696.1	RP11-354P17.15	RP11-354P17.15	chr9	1458.0
ENSG00000231195.1	IFNA11P	IFNA11P	chr9	525.0
ENSG00000235108.1	IFNA12P	IFNA12P	chr9	570.0
ENSG00000120242.3	IFNA8	IFNA8	chr9	1038.0
ENSG00000237691.1	IFNWP2	IFNWP2	chr9	579.0
ENSG00000197919.3	IFNA1	IFNA1	chr9	875.0
ENSG00000238271.2	IFNWP19	IFNWP19	chr9	565.0
ENSG00000171889.3	MIR31HG	MIR31HG	chr9	104027.0
ENSG00000184995.6	IFNE	IFNE	chr9	1471.0
ENSG00000199177.1	MIR31	MIR31	chr9	70.0
ENSG00000264379.1	SNORD39	SNORD39	chr9	75.0
ENSG00000227443.2	RP11-344A7.1	RP11-344A7.1	chr9	391.0
ENSG00000229835.2	KHSRPP1	KHSRPP1	chr9	1767.0
ENSG00000244230.2	RN7SL151P	RN7SL151P	chr9	256.0
ENSG00000099810.13	MTAP	MTAP	chr9	130196.0
ENSG00000264545.1	RP11-145E5.5	RP11-145E5.5	chr9	230350.0
ENSG00000266732.1	AL359922.1	AL359922.1	chr9	66.0
ENSG00000229298.1	TUBB8P1	TUBB8P1	chr9	726.0
ENSG00000265194.1	RP11-70L8.4	RP11-70L8.4	chr9	3016.0
ENSG00000264801.1	RP11-149I2.5	RP11-149I2.5	chr9	1616.0
ENSG00000224854.2	C9orf53	C9orf53	chr9	601.0
ENSG00000147889.12	CDKN2A	CDKN2A	chr9	27549.0
ENSG00000240498.2	CDKN2B-AS1	CDKN2B-AS1	chr9	126319.0
ENSG00000266446.1	RP11-149I2.4	RP11-149I2.4	chr9	531.0
ENSG00000147883.9	CDKN2B	CDKN2B	chr9	6460.0
ENSG00000215221.2	UBA52P6	UBA52P6	chr9	381.0
ENSG00000236921.1	RP11-408N14.1	RP11-408N14.1	chr9	10682.0
ENSG00000176399.2	DMRTA1	DMRTA1	chr9	5632.0
ENSG00000234840.1	RP11-399D6.2	RP11-399D6.2	chr9	178013.0
ENSG00000236739.3	RP11-370B11.1	RP11-370B11.1	chr9	534.0
ENSG00000224549.1	RP11-370B11.3	RP11-370B11.3	chr9	1141.0
ENSG00000265572.1	AL391117.1	AL391117.1	chr9	84.0
ENSG00000227607.2	SUMO2P2	SUMO2P2	chr9	254.0
ENSG00000233906.1	RP11-315I14.2	RP11-315I14.2	chr9	611.0
ENSG00000226626.2	RP11-315I14.5	RP11-315I14.5	chr9	768.0
ENSG00000107105.10	ELAVL2	ELAVL2	chr9	136233.0
ENSG00000231460.2	RP11-321L2.1	RP11-321L2.1	chr9	20244.0
ENSG00000237414.2	RP11-321L2.2	RP11-321L2.2	chr9	3064.0
ENSG00000205442.8	IZUMO3	IZUMO3	chr9	2994.0
ENSG00000269957.1	RP11-20A20.2	RP11-20A20.2	chr9	46041.0
ENSG00000216088.1	AL157830.1	AL157830.1	chr9	86.0
ENSG00000223088.1	RMRPP5	RMRPP5	chr9	266.0
ENSG00000222693.1	RN7SKP120	RN7SKP120	chr9	340.0
ENSG00000198680.3	TUSC1	TUSC1	chr9	2460.0
ENSG00000236306.1	RP11-33G16.1	RP11-33G16.1	chr9	4506.0
ENSG00000270683.1	RP11-477G9.1	RP11-477G9.1	chr9	522.0
ENSG00000266429.1	AL442639.1	AL442639.1	chr9	85.0
ENSG00000254261.1	RP11-18A15.1	RP11-18A15.1	chr9	39921.0
ENSG00000252580.1	SNORA31	SNORA31	chr9	131.0
ENSG00000253400.1	RP11-337A23.6	RP11-337A23.6	chr9	4129.0
ENSG00000120159.7	CAAP1	CAAP1	chr9	52119.0
ENSG00000232466.1	RP11-337A23.5	RP11-337A23.5	chr9	371.0
ENSG00000240306.2	RN7SL100P	RN7SL100P	chr9	292.0
ENSG00000137055.10	PLAA	PLAA	chr9	43380.0
ENSG00000096872.11	IFT74	IFT74	chr9	115891.0
ENSG00000234676.1	RP11-337A23.3	RP11-337A23.3	chr9	515.0
ENSG00000184434.7	LRRC19	LRRC19	chr9	12557.0
ENSG00000254396.1	RP11-56F10.3	RP11-56F10.3	chr9	2098.0
ENSG00000120156.16	TEK	TEK	chr9	121034.0
ENSG00000223162.1	RNA5SP280	RNA5SP280	chr9	114.0
ENSG00000232867.1	RP11-179D22.1	RP11-179D22.1	chr9	299.0
ENSG00000231459.1	LINC00032	LINC00032	chr9	37109.0
ENSG00000120160.6	EQTN	EQTN	chr9	12481.0
ENSG00000120162.9	MOB3B	MOB3B	chr9	204572.0
ENSG00000237734.1	RP11-298E2.2	RP11-298E2.2	chr9	5829.0
ENSG00000147896.3	IFNK	IFNK	chr9	2184.0
